[02.08.2020 16:24:30, поток 0] Парсим куки...
[02.08.2020 19:20:22, поток 0] Начинаем работу...
[02.08.2020 19:20:26, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:20:29, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:20:29, поток 0] Парсим куки...
[02.08.2020 19:20:30, поток 0] Спарсили куки
[02.08.2020 19:20:30, поток 0] Получили куки...
[02.08.2020 19:20:30, поток 0] Начинаем работу...
[02.08.2020 19:20:34, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:20:37, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:20:37, поток 0] Парсим куки...
[02.08.2020 19:20:37, поток 0] Спарсили куки
[02.08.2020 19:20:37, поток 0] Получили куки...
[02.08.2020 19:20:37, поток 0] Начинаем работу...
[02.08.2020 19:20:42, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:20:45, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:20:45, поток 0] Парсим куки...
[02.08.2020 19:20:45, поток 0] Спарсили куки
[02.08.2020 19:20:45, поток 0] Получили куки...
[02.08.2020 19:20:45, поток 0] Начинаем работу...
[02.08.2020 19:20:50, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:20:53, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:20:53, поток 0] Парсим куки...
[02.08.2020 19:20:54, поток 0] Спарсили куки
[02.08.2020 19:20:54, поток 0] Получили куки...
[02.08.2020 19:20:54, поток 0] Начинаем работу...
[02.08.2020 19:20:59, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:21:02, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:21:02, поток 0] Парсим куки...
[02.08.2020 19:21:02, поток 0] Спарсили куки
[02.08.2020 19:21:02, поток 0] Получили куки...
[02.08.2020 19:21:02, поток 0] Начинаем работу...
[02.08.2020 19:21:03, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:21:04, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:21:04, поток 0] Парсим куки...
[02.08.2020 19:21:04, поток 0] Спарсили куки
[02.08.2020 19:21:04, поток 0] Получили куки...
[02.08.2020 19:21:04, поток 0] Начинаем работу...
[02.08.2020 19:21:05, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:21:05, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:21:05, поток 0] Парсим куки...
[02.08.2020 19:21:06, поток 0] Спарсили куки
[02.08.2020 19:21:06, поток 0] Получили куки...
[02.08.2020 19:21:06, поток 0] Начинаем работу...
[02.08.2020 19:21:07, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:21:07, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:21:07, поток 0] Парсим куки...
[02.08.2020 19:21:08, поток 0] Спарсили куки
[02.08.2020 19:21:08, поток 0] Получили куки...
[02.08.2020 19:21:08, поток 0] Начинаем работу...
[02.08.2020 19:21:10, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:21:10, поток 0] (Ошибка) Текст ошибки: System.ArgumentOutOfRangeException: Значение StartIndex не может быть меньше нуля.
Имя параметра: startIndex
   в System.String.Remove(Int32 startIndex)
   в InstaDirectMessage_ButDev.InstagramPhotoWebPosting.PostPhoto(String cookie) в D:\MaXiMAA\MaXiMAAOld\C#Готово\KWORK\InstaDirectMessage_ButDev\InstaDirectMessage_ButDev\InstagramPhotoWebPosting.cs:строка 274
[02.08.2020 19:22:10, поток 0] Парсим куки...
[02.08.2020 19:22:10, поток 0] Спарсили куки
[02.08.2020 19:22:10, поток 0] Получили куки...
[02.08.2020 19:22:10, поток 0] Начинаем работу...
[02.08.2020 19:22:11, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:12, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:12, поток 0] Парсим куки...
[02.08.2020 19:22:12, поток 0] Спарсили куки
[02.08.2020 19:22:12, поток 0] Получили куки...
[02.08.2020 19:22:12, поток 0] Начинаем работу...
[02.08.2020 19:22:13, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:14, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:14, поток 0] Парсим куки...
[02.08.2020 19:22:14, поток 0] Спарсили куки
[02.08.2020 19:22:14, поток 0] Получили куки...
[02.08.2020 19:22:14, поток 0] Начинаем работу...
[02.08.2020 19:22:15, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:15, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:15, поток 0] Парсим куки...
[02.08.2020 19:22:16, поток 0] Спарсили куки
[02.08.2020 19:22:16, поток 0] Получили куки...
[02.08.2020 19:22:16, поток 0] Начинаем работу...
[02.08.2020 19:22:17, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:17, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:17, поток 0] Парсим куки...
[02.08.2020 19:22:18, поток 0] Спарсили куки
[02.08.2020 19:22:18, поток 0] Получили куки...
[02.08.2020 19:22:18, поток 0] Начинаем работу...
[02.08.2020 19:22:19, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:19, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:19, поток 0] Парсим куки...
[02.08.2020 19:22:20, поток 0] Спарсили куки
[02.08.2020 19:22:20, поток 0] Получили куки...
[02.08.2020 19:22:20, поток 0] Начинаем работу...
[02.08.2020 19:22:20, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:21, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:21, поток 0] Парсим куки...
[02.08.2020 19:22:21, поток 0] Спарсили куки
[02.08.2020 19:22:21, поток 0] Получили куки...
[02.08.2020 19:22:21, поток 0] Начинаем работу...
[02.08.2020 19:22:22, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:23, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:23, поток 0] Парсим куки...
[02.08.2020 19:22:23, поток 0] Спарсили куки
[02.08.2020 19:22:23, поток 0] Получили куки...
[02.08.2020 19:22:23, поток 0] Начинаем работу...
[02.08.2020 19:22:24, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:25, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:25, поток 0] Парсим куки...
[02.08.2020 19:22:25, поток 0] Спарсили куки
[02.08.2020 19:22:25, поток 0] Получили куки...
[02.08.2020 19:22:25, поток 0] Начинаем работу...
[02.08.2020 19:22:26, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:26, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:26, поток 0] Парсим куки...
[02.08.2020 19:22:27, поток 0] Спарсили куки
[02.08.2020 19:22:27, поток 0] Получили куки...
[02.08.2020 19:22:27, поток 0] Начинаем работу...
[02.08.2020 19:22:28, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:28, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:28, поток 0] Парсим куки...
[02.08.2020 19:22:29, поток 0] Спарсили куки
[02.08.2020 19:22:29, поток 0] Получили куки...
[02.08.2020 19:22:29, поток 0] Начинаем работу...
[02.08.2020 19:22:30, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:30, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:30, поток 0] Парсим куки...
[02.08.2020 19:22:30, поток 0] Спарсили куки
[02.08.2020 19:22:30, поток 0] Получили куки...
[02.08.2020 19:22:30, поток 0] Начинаем работу...
[02.08.2020 19:22:31, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:32, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:32, поток 0] Парсим куки...
[02.08.2020 19:22:32, поток 0] Спарсили куки
[02.08.2020 19:22:32, поток 0] Получили куки...
[02.08.2020 19:22:32, поток 0] Начинаем работу...
[02.08.2020 19:22:33, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:34, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:34, поток 0] Парсим куки...
[02.08.2020 19:22:34, поток 0] Спарсили куки
[02.08.2020 19:22:34, поток 0] Получили куки...
[02.08.2020 19:22:34, поток 0] Начинаем работу...
[02.08.2020 19:22:35, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:36, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:36, поток 0] Парсим куки...
[02.08.2020 19:22:36, поток 0] Спарсили куки
[02.08.2020 19:22:36, поток 0] Получили куки...
[02.08.2020 19:22:36, поток 0] Начинаем работу...
[02.08.2020 19:22:37, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:38, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:38, поток 0] Парсим куки...
[02.08.2020 19:22:38, поток 0] Спарсили куки
[02.08.2020 19:22:38, поток 0] Получили куки...
[02.08.2020 19:22:38, поток 0] Начинаем работу...
[02.08.2020 19:22:39, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:39, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:39, поток 0] Парсим куки...
[02.08.2020 19:22:40, поток 0] Спарсили куки
[02.08.2020 19:22:40, поток 0] Получили куки...
[02.08.2020 19:22:40, поток 0] Начинаем работу...
[02.08.2020 19:22:40, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:41, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:41, поток 0] Парсим куки...
[02.08.2020 19:22:41, поток 0] Спарсили куки
[02.08.2020 19:22:41, поток 0] Получили куки...
[02.08.2020 19:22:41, поток 0] Начинаем работу...
[02.08.2020 19:22:42, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:43, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:43, поток 0] Парсим куки...
[02.08.2020 19:22:43, поток 0] Спарсили куки
[02.08.2020 19:22:43, поток 0] Получили куки...
[02.08.2020 19:22:43, поток 0] Начинаем работу...
[02.08.2020 19:22:44, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:44, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:44, поток 0] Парсим куки...
[02.08.2020 19:22:45, поток 0] Спарсили куки
[02.08.2020 19:22:45, поток 0] Получили куки...
[02.08.2020 19:22:45, поток 0] Начинаем работу...
[02.08.2020 19:22:46, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:46, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:46, поток 0] Парсим куки...
[02.08.2020 19:22:46, поток 0] Спарсили куки
[02.08.2020 19:22:46, поток 0] Получили куки...
[02.08.2020 19:22:46, поток 0] Начинаем работу...
[02.08.2020 19:22:47, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:48, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:48, поток 0] Парсим куки...
[02.08.2020 19:22:48, поток 0] Спарсили куки
[02.08.2020 19:22:48, поток 0] Получили куки...
[02.08.2020 19:22:48, поток 0] Начинаем работу...
[02.08.2020 19:22:49, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:50, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:50, поток 0] Парсим куки...
[02.08.2020 19:22:50, поток 0] Спарсили куки
[02.08.2020 19:22:50, поток 0] Получили куки...
[02.08.2020 19:22:50, поток 0] Начинаем работу...
[02.08.2020 19:22:51, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:51, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:51, поток 0] Парсим куки...
[02.08.2020 19:22:51, поток 0] Спарсили куки
[02.08.2020 19:22:51, поток 0] Получили куки...
[02.08.2020 19:22:51, поток 0] Начинаем работу...
[02.08.2020 19:22:52, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:53, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:53, поток 0] Парсим куки...
[02.08.2020 19:22:53, поток 0] Спарсили куки
[02.08.2020 19:22:53, поток 0] Получили куки...
[02.08.2020 19:22:53, поток 0] Начинаем работу...
[02.08.2020 19:22:54, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:55, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:55, поток 0] Парсим куки...
[02.08.2020 19:22:55, поток 0] Спарсили куки
[02.08.2020 19:22:55, поток 0] Получили куки...
[02.08.2020 19:22:55, поток 0] Начинаем работу...
[02.08.2020 19:22:56, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:56, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:56, поток 0] Парсим куки...
[02.08.2020 19:22:57, поток 0] Спарсили куки
[02.08.2020 19:22:57, поток 0] Получили куки...
[02.08.2020 19:22:57, поток 0] Начинаем работу...
[02.08.2020 19:22:58, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:58, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:58, поток 0] Парсим куки...
[02.08.2020 19:22:58, поток 0] Спарсили куки
[02.08.2020 19:22:58, поток 0] Получили куки...
[02.08.2020 19:22:58, поток 0] Начинаем работу...
[02.08.2020 19:22:59, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:59, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:22:59, поток 0] Парсим куки...
[02.08.2020 19:23:00, поток 0] Спарсили куки
[02.08.2020 19:23:00, поток 0] Получили куки...
[02.08.2020 19:23:00, поток 0] Начинаем работу...
[02.08.2020 19:23:01, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:01, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:01, поток 0] Парсим куки...
[02.08.2020 19:23:01, поток 0] Спарсили куки
[02.08.2020 19:23:01, поток 0] Получили куки...
[02.08.2020 19:23:01, поток 0] Начинаем работу...
[02.08.2020 19:23:02, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:03, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:03, поток 0] Парсим куки...
[02.08.2020 19:23:03, поток 0] Спарсили куки
[02.08.2020 19:23:03, поток 0] Получили куки...
[02.08.2020 19:23:03, поток 0] Начинаем работу...
[02.08.2020 19:23:04, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:05, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:05, поток 0] Парсим куки...
[02.08.2020 19:23:05, поток 0] Спарсили куки
[02.08.2020 19:23:05, поток 0] Получили куки...
[02.08.2020 19:23:05, поток 0] Начинаем работу...
[02.08.2020 19:23:06, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:07, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:07, поток 0] Парсим куки...
[02.08.2020 19:23:07, поток 0] Спарсили куки
[02.08.2020 19:23:07, поток 0] Получили куки...
[02.08.2020 19:23:07, поток 0] Начинаем работу...
[02.08.2020 19:23:08, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:08, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:08, поток 0] Парсим куки...
[02.08.2020 19:23:09, поток 0] Спарсили куки
[02.08.2020 19:23:09, поток 0] Получили куки...
[02.08.2020 19:23:09, поток 0] Начинаем работу...
[02.08.2020 19:23:09, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:10, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:10, поток 0] Парсим куки...
[02.08.2020 19:23:10, поток 0] Спарсили куки
[02.08.2020 19:23:10, поток 0] Получили куки...
[02.08.2020 19:23:10, поток 0] Начинаем работу...
[02.08.2020 19:23:11, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:12, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:12, поток 0] Парсим куки...
[02.08.2020 19:23:12, поток 0] Спарсили куки
[02.08.2020 19:23:12, поток 0] Получили куки...
[02.08.2020 19:23:12, поток 0] Начинаем работу...
[02.08.2020 19:23:13, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:14, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:14, поток 0] Парсим куки...
[02.08.2020 19:23:14, поток 0] Спарсили куки
[02.08.2020 19:23:14, поток 0] Получили куки...
[02.08.2020 19:23:14, поток 0] Начинаем работу...
[02.08.2020 19:23:15, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:15, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:15, поток 0] Парсим куки...
[02.08.2020 19:23:16, поток 0] Спарсили куки
[02.08.2020 19:23:16, поток 0] Получили куки...
[02.08.2020 19:23:16, поток 0] Начинаем работу...
[02.08.2020 19:23:17, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:17, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:17, поток 0] Парсим куки...
[02.08.2020 19:23:18, поток 0] Спарсили куки
[02.08.2020 19:23:18, поток 0] Получили куки...
[02.08.2020 19:23:18, поток 0] Начинаем работу...
[02.08.2020 19:23:18, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:19, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:19, поток 0] Парсим куки...
[02.08.2020 19:23:19, поток 0] Спарсили куки
[02.08.2020 19:23:19, поток 0] Получили куки...
[02.08.2020 19:23:19, поток 0] Начинаем работу...
[02.08.2020 19:23:20, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:21, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:21, поток 0] Парсим куки...
[02.08.2020 19:23:21, поток 0] Спарсили куки
[02.08.2020 19:23:21, поток 0] Получили куки...
[02.08.2020 19:23:21, поток 0] Начинаем работу...
[02.08.2020 19:23:22, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:22, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:22, поток 0] Парсим куки...
[02.08.2020 19:23:23, поток 0] Спарсили куки
[02.08.2020 19:23:23, поток 0] Получили куки...
[02.08.2020 19:23:23, поток 0] Начинаем работу...
[02.08.2020 19:23:24, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:24, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:24, поток 0] Парсим куки...
[02.08.2020 19:23:24, поток 0] Спарсили куки
[02.08.2020 19:23:24, поток 0] Получили куки...
[02.08.2020 19:23:24, поток 0] Начинаем работу...
[02.08.2020 19:23:25, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:25, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:25, поток 0] Парсим куки...
[02.08.2020 19:23:26, поток 0] Спарсили куки
[02.08.2020 19:23:26, поток 0] Получили куки...
[02.08.2020 19:23:26, поток 0] Начинаем работу...
[02.08.2020 19:23:27, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:27, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:23:27, поток 0] Парсим куки...
[02.08.2020 19:23:28, поток 0] Спарсили куки
[02.08.2020 19:23:28, поток 0] Получили куки...
[02.08.2020 19:23:28, поток 0] Начинаем работу...
[02.08.2020 19:23:28, поток 0] (Ошибка) Текст ошибки: System.ArgumentOutOfRangeException: Значение StartIndex не может быть меньше нуля.
Имя параметра: startIndex
   в System.String.Remove(Int32 startIndex)
   в InstaDirectMessage_ButDev.InstagramPhotoWebPosting.PostPhoto(String cookie) в D:\MaXiMAA\MaXiMAAOld\C#Готово\KWORK\InstaDirectMessage_ButDev\InstaDirectMessage_ButDev\InstagramPhotoWebPosting.cs:строка 274
[02.08.2020 19:24:29, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:29, поток 0] Парсим куки...
[02.08.2020 19:24:29, поток 0] Спарсили куки
[02.08.2020 19:24:29, поток 0] Получили куки...
[02.08.2020 19:24:29, поток 0] Начинаем работу...
[02.08.2020 19:24:30, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:30, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:30, поток 0] Парсим куки...
[02.08.2020 19:24:31, поток 0] Спарсили куки
[02.08.2020 19:24:31, поток 0] Получили куки...
[02.08.2020 19:24:31, поток 0] Начинаем работу...
[02.08.2020 19:24:31, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:32, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:32, поток 0] Парсим куки...
[02.08.2020 19:24:32, поток 0] Спарсили куки
[02.08.2020 19:24:32, поток 0] Получили куки...
[02.08.2020 19:24:32, поток 0] Начинаем работу...
[02.08.2020 19:24:33, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:34, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:34, поток 0] Парсим куки...
[02.08.2020 19:24:34, поток 0] Спарсили куки
[02.08.2020 19:24:34, поток 0] Получили куки...
[02.08.2020 19:24:34, поток 0] Начинаем работу...
[02.08.2020 19:24:35, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:35, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:35, поток 0] Парсим куки...
[02.08.2020 19:24:36, поток 0] Спарсили куки
[02.08.2020 19:24:36, поток 0] Получили куки...
[02.08.2020 19:24:36, поток 0] Начинаем работу...
[02.08.2020 19:24:37, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:37, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:37, поток 0] Парсим куки...
[02.08.2020 19:24:38, поток 0] Спарсили куки
[02.08.2020 19:24:38, поток 0] Получили куки...
[02.08.2020 19:24:38, поток 0] Начинаем работу...
[02.08.2020 19:24:39, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:39, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:39, поток 0] Парсим куки...
[02.08.2020 19:24:40, поток 0] Спарсили куки
[02.08.2020 19:24:40, поток 0] Получили куки...
[02.08.2020 19:24:40, поток 0] Начинаем работу...
[02.08.2020 19:24:40, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:41, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:41, поток 0] Парсим куки...
[02.08.2020 19:24:41, поток 0] Спарсили куки
[02.08.2020 19:24:41, поток 0] Получили куки...
[02.08.2020 19:24:41, поток 0] Начинаем работу...
[02.08.2020 19:24:42, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:43, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:43, поток 0] Парсим куки...
[02.08.2020 19:24:43, поток 0] Спарсили куки
[02.08.2020 19:24:43, поток 0] Получили куки...
[02.08.2020 19:24:43, поток 0] Начинаем работу...
[02.08.2020 19:24:44, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:45, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:45, поток 0] Парсим куки...
[02.08.2020 19:24:45, поток 0] Спарсили куки
[02.08.2020 19:24:45, поток 0] Получили куки...
[02.08.2020 19:24:45, поток 0] Начинаем работу...
[02.08.2020 19:24:46, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:47, поток 0] Не удалось загрузить фото на сервер Instagram!
[02.08.2020 19:24:47, поток 0] Парсим куки...
[02.08.2020 19:24:47, поток 0] Спарсили куки
[02.08.2020 19:24:47, поток 0] Получили куки...
